Chr Start End Gene
6 150061053 150069121 ULBP3
6 150143044 150250392 PPP1R14C
6 150369012 150405969 IYD
6 150599885 150843665 PLEKHG1
6 151102675 151102776 MIR12131
6 151196673 151228457 LOC102723831
6 151452466 151470101 ARMT1
6 152380530 152381713 SYNE1-AS1
6 152754876 152875997 LINC02840
6 152970535 152983579 FBXO5
6 153304650 153427164 LOC105378066
6 154154496 154356803 IPCEF1
6 154387515 154510685 CNKSR3
6 154733378 154834244 SCAF8
6 154853360 154853436 MIR1273C
6 154995315 155257723 TIAM2
6 155264013 155276548 CLDN20
6 155395368 155455839 NOX3
6 155514844 155526018 LOC105378068
6 155946797 155946879 MIR1202
6 156378750 156378824 SNORD28B
6 156493226 156505019 LOC105378073
6 156776360 156778518 LOC115308161
6 156779678 156779731 MIR4466
6 157289025 157323519 TMEM242
6 157323634 157324477 TMEM242-DT
6 157529132 157529200 MIR3692
6 157885114 157892882 SNX9-AS1
6 158001107 158002383 SYNJ2-IT1
6 158168350 158199344 GTF2H5
6 158322982 158323128 SNORA116
6 158609707 158609790 MIR7161
6 158636474 158644743 DYNLT1
6 158764661 158764753 MIR3918
6 158817979 158822239 EZR-AS1
6 158869814 158910353 LINC02901
6 158999873 159043056 TAGAP-AS1
6 159034481 159044991 TAGAP
6 159165899 159170007 FNDC1-AS1
6 159240752 159243329 FNDC1-IT1
6 159383531 159396443 LINC02529
6 159669069 159762281 SOD2
6 159760258 159762332 SOD2-OT1
6 159762045 159779112 ACAT2
6 159778498 159789602 TCP1
6 159780250 159780381 SNORA20
6 159785594 159785733 SNORA29
6 159789812 159798429 MRPL18
6 159969082 160111504 IGF2R
6 160003291 160007664 AIRN
6 160216755 160258821 SLC22A2
6 160531482 160664275 LPA
6 160702193 160754097 PLG
6 160926038 160981213 LOC102724087
6 160990318 160992342 MAP3K4-AS1
6 161129967 161274061 AGPAT4
6 161160114 161161982 AGPAT4-IT1
6 161470977 161484045 LOC105378098
6 163042980 163054161 PACRG-AS2
6 163181645 163192002 PACRG-AS3
6 163309985 163324473 PACRG-AS1
6 163338342 163347033 DKFZp451B082
6 163413065 163413950 CAHM
6 163664366 163671484 LOC102724152
6 164793377 164822063 MEAT6
6 165924048 165988039 LINC00473
6 165987551 165989615 LINC00602
6 166097720 166099637 LOC729681
6 166168097 166171172 LNCDAT
6 166236969 166256947 LOC101929297
6 166305300 166308392 PRR18
6 166319728 166342545 SFT2D1
6 166342631 166351469 LOC100289495
6 166364919 166382940 MPC1
6 166460663 166465383 RPS6KA2-IT1
6 166509354 166509433 MIR1913
6 166583009 166586678 RAMACL
6 166903698 166905069 RPS6KA2-AS1
6 166922113 166956550 RNASET2
6 166967450 166974912 LOC105378120
6 166997807 166997912 MIR3939
6 166999397 167052718 CEP43
6 167111795 167139141 CCR6
6 167155247 167157980 GPR31
6 167165349 167169980 LOC105378123
6 167228300 167237512 HPAT5
6 167237508 167241208 LOC102724220
6 167241886 167247463 LOC102725048
6 167325086 167342688 TTLL2
6 167459258 167472790 LOC105378127
6 167565914 167570516 LOC105378130
6 167666840 167679223 LINC02538
6 167680691 167696289 LINC02487
6 167784537 167796859 LINC01558
6 167795529 167798248 LOC441179
6 167823890 167826796 AFDN-DT
6 167975918 167979793 HGC6.3
6 167994187 167997077 KIF25-AS1
6 168225279 168226517 LOC105378137
6 168242938 168262578 LOC101929420
6 168927741 168964382 LOC105378146
6 169034171 169035643 LOC101929460
6 169067786 169069424 LOC102724357
6 169158092 169162989 LINC01615
6 169175304 169182740 LINC02544
6 169213212 169239565 THBS2-AS1
6 169215785 169253846 THBS2
6 169369577 169388406 LINC02519
6 169702126 169706360 C6orf120
6 169703902 169724500 PHF10
6 169788790 169798825 LINC00242
6 169790073 169802873 LINC00574
6 169962623 169967678 LOC100131532
6 170160642 170163027 LOC102724511
6 170254334 170262569 LOC154449
6 170266669 170276762 LOC285804
6 170272474 170279469 LINC01624
6 170330761 170330844 MIR4644
6 170535120 170553307 PSMB1
6 170554369 170572859 TBP
6 170612666 170728496 LOC101929692
7 70417 95612 LOC105375113
7 76966 83349 LOC101929756
7 144444 149438 LINC03015
7 149718 155465 LINC03014
7 174920 176013 LOC105375115
7 290170 291488 FOXL3
7 291229 294422 FOXL3-OT1
7 379425 382879 LOC442497
7 425462 439389 LOC116435278
7 427049 431801 LOC112267991
7 520391 525232 PDGFA-DT
7 561958 565619 PRKAR1B-AS2
7 602845 608502 PRKAR1B-AS1
7 815557 874934 SUN1
7 876554 896436 GET4
7 897900 955407 ADAP1
7 964852 975549 COX19
7 977964 1138257 C7orf50
7 1022933 1023026 MIR339
7 1065731 1078062 LOC105375120
7 1087118 1093810 GPER1
7 1148850 1160196 ZFAND2A
7 1160374 1165958 ZFAND2A-DT
7 1232872 1237326 UNCX
7 1532453 1534880 LOC100128653
7 1542235 1556205 TMEM184A
7 1567332 1570032 PSMG3
7 1570073 1589626 PSMG3-AS1
7 1619595 1621404 LOC105375303
7 1738630 1742310 ELFN1-AS1
7 1815795 2232945 MAD1L1
7 1844180 1844253 MIR4655
7 2088912 2089052 SNORA114
7 2234195 2242205 MRM2
7 2242226 2251145 NUDT1
7 2257515 2257577 MIR6836
7 2474728 2476398 GRIFIN
7 2512529 2529177 LFNG
7 2527074 2527145 MIR4648
7 2631986 2664802 TTYH3
7 2728105 2844308 GNA12
7 2906142 3043867 CARD11
7 2944035 2947087 CARD11-AS1
7 3140917 3158573 LOC100129603
7 4127612 4134837 LOC105375131
7 4682295 4771442 FOXK1
7 4788565 4788639 MIR4656
7 4797055 4883716 RADIL
7 4837388 4837450 SNORD165
7 4857738 4862030 PAPOLB
7 4892245 4959187 MMD2
7 5045860 5073221 RBAK-RBAKDN
7 5045860 5069487 RBAK
7 5072060 5073223 RBAKDN
7 5282943 5306912 SLC29A4
7 5426277 5428927 LINC02983
7 5428184 5429636 LINC03073
7 5454425 5513809 FBXL18
7 5495819 5495917 MIR589
7 5513854 5525545 LOC221946
7 5527148 5530601 ACTB
7 5592816 5606655 FSCN1
7 5662432 5680461 RNF216-IT1
7 5711840 5711910 MIR6874
7 6016877 6017011 SNORA80D
7 6031376 6036552 ANKRD61
7 6161779 6272624 CYTH3
7 6329411 6348967 FAM220A
7 6329411 6348967 SAGSIN1
7 6374527 6403967 RAC1
7 6409129 6447954 DAGLB
7 6461089 6484152 KDELR2
7 6688433 6706947 ZNF12
7 6798937 6826275 CCZ1B
7 7066964 7067045 MIR3683
7 7255154 7278069 LINC03016
7 7550104 7566065 MIOS-DT
7 7636518 7718607 RPA3
7 7640752 7879223 UMAD1
7 7949839 7968752 GLCCI1-DT
7 7968796 8089080 GLCCI1
7 8262225 8343281 ICA1-AS1
7 8433609 8752961 NXPH1
7 9621805 9769513 LOC105375148
7 9960950 9986366 LOC105375146
7 10449820 10779944 MGC4859
7 10702676 10707538 LOC100131472
7 10931943 10940153 NDUFA4
7 10973872 11169618 PHF14
7 12211294 12243367 TMEM106B
7 12330885 12403865 VWDE
7 12570720 12660182 SCIN
7 12686903 12690958 ARL4A
7 15611212 15686683 MEOX2
7 15667947 15681980 LOC105375166
7 15688378 15696892 LINC02587
7 16087525 16421538 CRPPA
7 16210486 16270604 CRPPA-AS1
7 16461481 16465738 SOSTDC1
7 16599779 16645754 ANKMY2
7 16753755 16784536 TSPAN13
7 17298652 17346147 AHR
7 17374917 17467256 LINC02888
7 17463445 17558909 LINC02889
7 18026770 18027846 PRPS1L1
7 18086825 19002416 HDAC9
7 18127220 18127309 MIR1302-6
7 19113047 19117636 TWIST1
7 19144782 19145421 FERD3L
7 19695461 19709037 POLR1F
7 19705358 19705436 MIR3146
7 19918981 20140426 LOC101927668
7 20103860 20118555 LOC105375181
7 20134655 20217384 MACC1
7 20141916 20153531 MACC1-AS1
7 20217577 20221700 GIRGL
7 20296708 20311712 LOC101927769
7 20328301 20331762 ITGB8-AS1
7 20615667 20757008 ABCB5
7 20782279 20786886 SP8
7 20835431 21023148 LINC01162
7 21471058 21471146 MIR1183
7 21543039 21901839 DNAH11
7 21900899 21945899 CDCA7L
7 22563337 22573998 STEAP1B-AS1
7 22649960 22665533 LOC401312
7 22725395 22727620 IL6-AS1
7 22812974 22822849 TOMM7
7 22854240 22861436 SNHG26
7 22856613 22856686 SNORD93
7 23101228 23105703 KLHL7-DT
7 23299339 23311729 MALSU1
7 23396446 23396516 SNORD65C
7 24284190 24291862 NPY
7 25118656 25125260 CYCS
7 25224570 25228486 NPVF
7 25593301 25790119 LINC03007
7 25949919 25949986 MIR148A
7 26152198 26187137 NFE2L3
7 26372019 26399418 SNX10-AS1
7 26398569 26540950 LINC02981
7 26533121 26538825 KIAA0087
7 26551839 26558880 LINC03095
7 26637871 26647272 LINC02860
7 27092993 27096000 HOXA1
7 27096094 27100258 HOTAIRM1
7 27100354 27102683 HOXA2
7 27107010 27152583 HOXA3
7 27121919 27128760 HOXA-AS2
7 27128525 27130757 HOXA4
7 27140364 27155928 HOXA-AS3
7 27141052 27143681 HOXA5
7 27145396 27147774 HOXA6
7 27153716 27156675 HOXA7
7 27162438 27180261 HOXA10-HOXA9
7 27162438 27165537 HOXA9
7 27168899 27171915 HOXA10-AS
7 27169480 27169563 MIR196B
7 27170605 27179861 HOXA10
7 27181157 27185232 HOXA11
7 27185408 27189293 HOXA11-AS
7 27194364 27200091 HOXA13
7 27200421 27207259 HOTTIP
7 27241429 27247229 EVX1-AS
7 27242802 27247830 EVX1
7 27615974 27627492 TSL
7 27733059 27740675 TAX1BP1-AS1
7 27739373 27829767 TAX1BP1
7 28180457 28241377 JAZF1-AS1
7 28953358 28958330 TRIL
7 28979967 29013369 CPVL-AS2
7 29199040 29208970 CHN2-AS1
7 29510185 29563691 PRR15-DT
7 29645922 29685138 LOC646762
7 29680734 29680828 MIR550A3
7 29988656 30027241 FKBP14-AS1
7 30247427 30286085 LOC105375218
7 30289794 30289890 MIR550A1
7 30289794 30289890 MIR550B1
7 30390885 30404055 LINC01176
7 30496621 30504829 GGCT
7 30548357 30577779 GARS1-DT
7 30594735 30634033 GARS1
7 30752135 30892387 INMT-MINDY4
7 30752135 30757602 INMT
7 30771417 30892387 MINDY4
7 30911853 30925516 AQP1
7 30963953 30979528 GHRHR
7 31337465 31340726 NEUROD6
7 31414158 31421303 LOC105375224
7 32732981 32733077 MIR550A2
7 32732981 32733077 MIR550B2
7 32758286 32762924 LINC00997
7 33129285 33635767 BBS9
7 33725981 33728604 FLJ20712
7 34346512 34834331 NPSR1-AS1
7 34658218 34878332 NPSR1
7 34940760 34940834 MIR548N
7 35313855 35376476 LOC401324
7 35695206 35699413 HERPUD2-AS1
7 35716437 35719712 LINC03013
7 35754964 35800625 SEPTIN7-DT
7 36001351 36036253 LOC105375233
7 36095310 36100653 LOC101928618
7 36153254 36301538 EEPD1
7 36597834 36600120 AOAH-IT1
7 36919357 36919432 MIR1200
7 36997796 37013630 ELMO1-AS1
7 37848597 37900397 NME8
7 37905932 37916817 SFRP4
7 37920640 37951936 EPDR1
7 38259643 38273636 TARP
7 38341577 38378637 TRG-AS1
7 38979895 39013567 POU6F2-AS2
7 39329003 39329134 SNORA20B
7 39404598 39406346 POU6F2-AS1
7 39551329 39566349 YAE1-DT
7 39566404 39612089 YAE1
7 39733568 39794623 LINC00265
7 39947521 39949419 CDK13-DT
7 40126027 40134622 MPLKIP
7 40538008 40547019 SUGCT-AS1
7 40964678 40979939 LINC01450
7 41101604 41133501 LINC01449
7 41693919 41779378 INHBA-AS1
7 42661726 42706447 LINC01448
7 42916861 42932174 PSMA2
7 42932376 42937857 MRPL32
7 43117896 43163187 HECW1-IT1
7 43150895 43150994 MIR3943
7 43508728 43522542 LUARIS
7 43866558 43906596 URGCP-MRPS24
7 43866558 43869517 MRPS24
7 43875913 43926726 URGCP
7 44039049 44044296 LINC00957
7 44044702 44069456 DBNL
7 44051766 44051829 MIR6837
7 44062727 44065567 PGAM2
7 44072062 44082530 POLM
7 44073378 44073433 MIR6838
7 44110849 44110912 MIR4649
7 44565804 44573908 DDX56
7 44577894 44582231 TMED4
7 44826889 44848126 H2AZ2
7 44848471 44849565 H2AZ2-DT
7 44876299 44885530 PURB
7 44881748 44881800 MIR4657
7 44983023 44986696 SNHG15
7 44985378 44985510 SNORA9
7 45100100 45111697 TBRG4
7 45104349 45104482 SNORA5A
7 45104906 45105042 SNORA5C
7 45105968 45106099 SNORA5B
7 45805229 45807910 LOC730234
7 45888488 45893660 IGFBP1
7 45940449 45993155 LOC102723446
7 46476455 46481578 LOC105375266
7 46687879 46697122 LOC730338
7 47464720 47464803 SNORD151
7 47621939 47629893 LINC01447
7 47655244 47661648 LINC02902
7 47761476 47766772 LINC00525
7 47795291 47819847 PKD1L1-AS1
7 47963288 47979615 HUS1
7 48708503 48711484 LINC02838
7 48924547 48927454 CDC14C
7 50531759 50543463 DDC-AS1
7 51392378 51393256 LOC107986794
7 53035633 53036925 POM121L12
7 53564175 53574703 GS1-278J22.2
7 53655509 53811931 LINC01446
7 54330697 54349845 LINC01445
7 54556970 54571726 VSTM2A-OT1
7 54752253 54759211 SEC61G
7 54759313 54804969 SEC61G-DT
7 55179750 55188949 EGFR-AS1
7 55238436 55255635 ELDR
7 55572766 55596660 VOPP1-DT
7 55793540 55862752 SEPTIN14
7 55887456 55942225 ZNF713
7 55951877 55956500 MRPS17
7 55964585 56000179 NIPSNAP2
7 56051765 56063989 CCT6A
7 56055365 56055502 SNORA22B
7 56060470 56060602 SNORA15
7 56101573 56106476 CHCHD2
7 56114681 56116417 NUPR2
7 56482105 56483319 LOC100240728
7 56496223 56497284 DKFZp434L192
7 56534230 56538130 LOC101928401
7 56809124 56812736 LOC401357
7 56955785 56955864 MIR4283-1
7 57221169 57222174 LOC105375297
7 57404767 57412147 MIR3147HG
7 57405025 57405090 MIR3147
7 57450177 57473559 ZNF716
7 63349070 63351774 LOC100287704
7 63375703 63394267 LOC101929050
7 63396340 63399041 LOC100287834
7 63621090 63621169 MIR4283-2
7 63899898 63925202 LINC02848
7 63998849 64018081 ZNF722
7 64024416 64030102 LINC01005
7 64207203 64220290 ZNF735
7 64313961 64356634 ZNF736
7 64574695 64618589 LOC100128885
7 64679064 64679176 MIR6839
7 64971772 64991036 ZNF117
7 64971776 65006746 ERV3-1-ZNF117
7 64990356 65006687 ERV3-1
7 65065999 65066132 SNORA22C
7 65070538 65070672 SNORA15B-1
7 65373855 65401136 ZNF92
7 65647010 65770810 LINC03006
7 65755526 65755659 SNORA22
7 65760052 65760186 SNORA15B-2
7 66075819 66093576 ASL
7 66114818 66154568 CRCP
7 66376044 66400408 LINC00174
7 66493632 66495474 LINC03011
7 66628881 66643229 KCTD7
7 66654519 66669602 LOC100996437
7 66654567 66811464 RABGEF1
7 66904120 66906297 LINC02604
7 66987680 66995586 SBDS
7 67114322 67114397 MIR4650-1
7 67335976 67340024 LINC01372
7 68020253 68032690 LOC102723427
7 68149548 68319694 LOC105375341
7 69026408 69046801 LOC105375342
7 69594804 69597624 CT66
7 71307672 71307770 MIR3914-1
7 71307674 71307768 MIR3914-2
7 72574513 72828200 TYW1B
7 72697903 72697978 MIR4650-2
7 73019719 73029766 SPDYE8
7 73047862 73057911 SPDYE11
7 73433778 73436120 FZD9
7 73680918 73683453 DNAJC30
7 73711317 73711397 MIR4284
7 73735069 73736000 ABHD11-AS1
7 73768997 73770270 CLDN3
7 73830996 73832690 CLDN4
7 74058905 74062280 ELN-AS1
7 74083804 74122525 LIMK1
7 74174356 74197096 EIF4H
7 74191198 74191294 MIR590
7 74595968 74596026 MIR10525
7 74657718 74760692 GTF2I
7 74688937 74728918 GTF2I-AS1
7 74774011 74789315 NCF1
7 74796151 74851605 GTF2IRD2
7 74964705 75031528 CASTOR2
7 75027119 75073802 RCC1L
7 75092556 75149817 GTF2IRD2B
7 75395629 75405605 TRIM73
7 75416786 75486299 POM121C
7 75769524 75791597 CCL26
7 75915155 75986855 POR
7 75915197 75915269 MIR4651
7 75943783 75943916 SNORA14A
7 76048106 76067508 MDH2
7 76201896 76287287 SRRM3
7 76302673 76304292 HSPB1
7 76318247 76322286 FPASL
7 76326799 76358991 YWHAG
7 76397522 76442069 ZP3
7 76510552 76516522 UPK3B
7 76549341 76627982 LINC03009
7 76609986 76627279 POMZP3
7 77050391 77062558 SPDYE18
7 77193369 77199819 FGL2
7 77415198 77425444 LOC101927243
7 77657660 77697345 APTR
7 77696459 77783022 RSBN1L
7 77793728 77798434 TMEM60
7 77990391 77996366 DDX3ILA1
7 79008988 79012277 MAGI2-AS2
7 79452957 79471208 MAGI2-AS3
7 80134831 80226181 GNAI1
7 80371517 80374439 LOC101927269
7 80458635 80512064 GNAT3
7 80742538 80922389 SEMA3C
7 81515747 81561819 LOC105369146
7 81576386 81691406 LOC100128317
7 82009177 82029955 CACNA2D1-AS1
7 83363238 83649139 SEMA3E
7 84532476 84584318 LINC03017
7 85421122 85489338 LINC00972
7 87151423 87152493 DMTF1-AS1
7 87325347 87345492 TP53TG1
7 87503017 87713295 ABCB1
7 87628398 87832296 RUNDC3B
7 87833568 87876360 SLC25A40
7 87876493 87909553 DBF4
7 88205115 88226976 SRI
7 88216660 88229768 SRI-AS1
7 88270892 88306894 STEAP4
7 88759700 89338528 ZNF804B
7 88794106 88795737 TEX47
7 89443930 89496918 LOC105375387
7 89882353 90211635 STEAP2-AS1
7 90154469 90164827 STEAP1
7 90316807 90321304 FAM237B
7 90335223 90344094 LOC101927446
7 90346716 90391453 GTPBP10
7 90403461 90415954 CLDN12
7 90469639 90513397 PTTG1IP2
7 90596321 91210590 CDK14
7 91264433 91271326 FZD1
7 91311325 91515425 LINC02932
7 91940862 92110673 AKAP9
7 92112153 92134803 CYP51A1
7 92134563 92180725 CYP51A1-AS1
7 92141643 92179142 LRRD1
7 92198969 92246100 KRIT1
7 92204015 92204098 MIR1285-1
7 92245974 92401383 ANKIB1
7 92468380 92477946 ERVW-1
7 92560758 92590390 FAM133B
7 92836483 92917187 CDK6-AS1
7 93099518 93117979 SAMD9
7 93130056 93148385 SAMD9L
7 93424486 93574724 CALCR
7 93482760 93482855 MIR653
7 93483936 93484019 MIR489
7 93716928 93717005 MIR4652
7 93885396 93890753 TFPI2
7 93890894 93893588 TFPI2-DT
7 93906567 93911265 GNGT1
7 93921735 93928610 GNG11
7 93962762 94004355 BET1
7 93968380 93993141 BET1-AS1
7 94022806 94067754 LOC130890646
7 94367212 94392192 COL1A2-AS1
7 94394895 94431227 COL1A2
7 94584980 94656133 SGCE
7 94656325 94669695 PEG10
7 95035692 95214332 PPP1R9A-AS1
7 95297676 95324532 PON1
7 95359872 95396375 PON3
7 95583499 95596516 PDK4
7 95772554 96110322 DYNC1I1
7 96219662 96219756 MIR591
7 96968515 97014065 DLX6-AS1
7 97005553 97011040 DLX6
7 97117698 97181763 SDHAF3
7 97732086 97740472 TAC1
7 97851677 97928441 ASNS
7 97852117 97972358 CZ1P-ASNS
7 97963658 97963726 MIR5692A1
7 97964405 97964481 MIR5692C2
7 97984687 97990196 OCM2
7 98211439 98215457 BHLHA15
7 98291650 98401090 BAIAP2L1
7 98617285 98629869 NPTX2
7 98846490 98870014 TMEM130
7 98878532 99013241 TRRAP
7 98881650 98881729 MIR3609
7 98881697 98881890 SCARNA28
7 99013165 99036492 LOC101927550
7 99325898 99366262 ARPC1A
7 99394673 99408597 PDAP1
7 99409172 99409264 MIR12119
7 99416739 99466167 ATP5MF-PTCD1
7 99416739 99438798 PTCD1
7 99458195 99466167 ATP5MF
7 99486519 99500281 ZNF394
7 99648194 99679996 CYP3A5
7 99684677 99735196 CYP3A7-CYP3A51P
7 99705036 99735196 CYP3A7
7 99756967 99784184 CYP3A4
7 99876062 99877033 OR2AE1
7 99890403 99919530 TRIM4
7 99966730 99976031 AZGP1
7 99997075 100011634 LOC105375423
7 100088969 100092187 COPS6
7 100093560 100093643 MIR25
7 100093768 100093847 MIR93
7 100093993 100094074 MIR106B
7 100119634 100125508 CNPY4
7 100148918 100154203 LAMTOR4
7 100154423 100158723 TRAPPC14
7 100156605 100156669 MIR4658
7 100159244 100168617 GAL3ST4
7 100169606 100177381 GPC2
7 100219248 100221490 PVRIG
7 100336065 100367831 STAG3L5P-PVRIG2P-PILRB
7 100356651 100356721 MIR6840
7 100358117 100367831 PILRB
7 100428790 100434118 MEPCE
7 100436668 100439877 PPP1R35-AS1
7 100456620 100479214 TSC22D4-C7ORF61
7 100456620 100464260 SPACDR
7 100466519 100479214 TSC22D4
7 100483927 100494802 NYAP1
7 100572228 100573900 SAP25
7 100589401 100604038 PCOLCE-AS1
7 100602363 100608175 PCOLCE
7 100620420 100641552 TFR2
7 100643097 100656448 ACTL6B
7 100656561 100666426 LOC105375429
7 100673740 100679169 GNB2
7 100679507 100694250 GIGYF1
7 100706121 100707486 POP7
7 100720468 100723700 EPO
7 100733595 100797797 ZAN
7 100837314 100852614 SLC12A9-AS1
7 100867387 100873454 TRIP6
7 100868036 100868107 MIR6875
7 100888721 100889715 UFSP1
7 100889994 100896994 ACHE
7 100949534 100968347 MUC3A
7 100969565 101018936 MUC12
7 101014320 101017608 MUC12-AS1
7 101020081 101058859 MUC17
7 101127104 101139247 SERPINE1
7 101154476 101161276 AP1S1
7 101159473 101159555 MIR4653
7 101170496 101180293 NAT16
7 101205984 101217581 PLOD3
7 101232094 101238820 CLDN15
7 101239472 101245081 FIS1
7 101299613 101301346 LNCPRESS1
7 101308307 101311339 EMSLR
7 101310914 101321823 IFT22
7 101562755 101569006 LINC01007
7 102293103 102293187 MIR4285
7 102363861 102426682 LOC100630923
7 102396363 102426666 PRKRIP1
7 102405742 102405855 MIR548O
7 102433575 102456825 ORAI2
7 102464984 102473168 LRWD1
7 102465742 102465826 MIR5090
7 102471469 102471531 MIR4467
7 102537919 102572583 POLR2J3-UPK3BL2
7 102537919 102543696 UPK3BL2
7 102566966 102572583 POLR2J3
7 102637025 102671663 POLR2J2-UPK3BL1
7 102637025 102642791 UPK3BL1
7 102666046 102671663 POLR2J2
7 102748999 102850723 FAM185A
7 102973430 102988853 NFE4
7 103347524 103369395 PSMC2
7 103445207 103514007 SLC26A5-AS1
7 103471789 103989658 RELN
7 104328603 104908561 LHFPL3
7 104796506 104804092 LHFPL3-AS1
7 104894628 104926645 LHFPL3-AS2
7 104940944 104962334 LOC101927902
7 104981747 104991165 LINC01004
7 105010542 105014141 KMT2E-AS1
7 105565124 105581493 EFCAB10
7 105571083 105573660 EFCAB10-AS1
7 105604772 105876599 ATXN7L1
7 105963264 106036432 CDHR3
7 106090505 106112576 SYPL1
7 106285246 106286326 NAMPT-AS1
7 106569911 106598847 CTB-30L5.1
7 106654360 106661158 CCDC71L
7 106775018 106838482 LINC02577
7 107044705 107161811 PRKAR2B
7 107563971 107623317 DUS4L-BCAP29
7 107563971 107578523 DUS4L
7 107580007 107623317 BCAP29
7 107656516 107661798 SLC26A4-AS1
7 107660828 107717809 SLC26A4
7 107742753 107744581 CBLL1-AS1
7 107765469 107803223 SLC26A3
7 107891107 107921198 DLD
7 108569874 108574850 DNAJB9
7 108598374 108639344 LOC105375448
7 108883975 108884587 LINC02903
7 111091127 111125454 LRRN3
7 111808505 111821779 DOCK4-AS1
7 112328194 112350541 ZNF277-AS1
7 112423174 112477203 IFRD1
7 112450487 112450645 LOC128031837
7 112618065 112620649 LINC03076
7 112622381 112708072 LOC101928012
7 112819147 112939875 BMT2
7 112954635 112995643 HRAT17
7 113116718 113118554 SMIM30
7 114086327 114693765 FOXP2
7 114653345 114653455 MIR3666
7 114922094 115019917 MDFIC
7 115078958 115126314 LINC01393
7 115123599 115231355 LINC01392
7 115581315 115581441 SNORA25B
7 115679345 115682477 LOC100506489
7 116210539 116258783 TES
7 116275606 116286727 LOC102724434
7 116416106 116499516 LOC107986838
7 116499738 116508541 CAV2
7 116525009 116561185 CAV1
7 116563594 116688027 COMETT
7 116862587 116922049 CAPZA2
7 116952446 116954334 ST7-AS1
7 116953501 117230176 ST7
7 116953848 116959817 ST7-OT4
7 117020211 117020319 MIR6132
7 117072072 117145592 ST7-AS2
7 117182681 117209937 ST7-OT3
7 117275451 117323058 WNT2
7 117363222 117427493 ASZ1
7 117480025 117668665 CFTR
7 117542521 117564676 CFTR-AS1
7 118184164 118204035 LSM8
7 118224704 118242732 ANKRD7
7 119619430 119907375 LINC02476
7 121325367 121341104 WNT16
7 121873161 122062036 PTPRZ1
7 122303658 122310077 FEZF1-AS1
